\id GEN
\c 19
\level phrase
368.39	370.386	25d
370.386	372.002	25e
372.002	373.423	25f
373.423	375.6	25g
375.6	376.444	26a
376.444	379.058	26b
379.058	380.872	26c
380.872	382.62	26d
382.62	385.26	26e
385.26	386.471	27a
386.471	387.438	27b
387.438	389.204	27c
389.204	389.612	27d
389.612	390.226	27e
390.226	392.469	27f
392.469	394.461	27g
394.461	395.79	27h
395.79	396.748	28a
396.748	397.187	28b
397.187	398.309	28c
398.309	399.224	28d
399.224	400.131	28e
400.131	402.795	28f
402.795	404.689	28g
404.689	406.552	28h
406.552	407.807	28i
407.807	409.708	28j
409.708	410.656	29a
410.656	412.315	29b
412.315	413.798	29c
413.798	416.134	29d
416.134	419.194	29e
419.194	423.031	s4
423.031	424.414	30a
424.414	424.965	30b
424.965	425.992	30c
425.992	427.392	30d
427.392	427.946	30e
427.946	430.231	30f
430.231	432.25	30g
432.25	433.868	30h
433.868	435.274	31a
435.274	436.431	31b
436.431	437.298	31c
437.298	438.868	31d
438.868	440.235	31e
440.235	441.738	31f
441.738	443.477	31g
443.477	444.89	31h
444.89	445.863	31i
445.863	446.349	31j
446.349	447.517	31k
447.517	449.033	31l
449.033	449.769	32a
449.769	451.029	32b
451.029	453.091	32c
453.091	454.302	32d
454.302	455.984	32e
455.984	458.282	32f
458.282	459.393	32g
459.393	460.953	32h
460.953	462.041	33a
462.041	462.499	33b
462.499	463.519	33c
463.519	465.876	33d
465.876	467.301	33e
467.301	469.515	33f
469.515	470.445	33g
470.445	473.163	33h
473.163	474.64	33i
474.64	476.092	33j
476.092	477.541	33k
477.541	478.932	34a
478.932	480.912	34b
480.912	482.108	34c
482.108	483.161	34d
483.161	484.297	34e
484.297	485.579	34f
485.579	486.116	34g
486.116	487.651	34h
487.651	488.476	34i
488.476	488.88	34j
488.88	490.458	34k
490.458	492.044	34l
492.044	493.667	34m
493.667	494.455	34n
494.455	495.178	34o
495.178	496.679	34p
496.679	498.902	34q
498.902	499.735	35a
499.735	501.155	35b
501.155	502.609	35c
502.609	504.754	35d
504.754	506.417	35e
506.417	509.054	35f
509.054	510.097	35g
510.097	512.313	35h
512.313	513.851	35i
513.851	515.21	35j
515.21	516.539	35k
516.539	517.917	36a
517.917	519.995	36b
519.995	520.825	36c
520.825	522.865	36d
522.865	524.532	37a
524.532	525.81	37b
525.81	527.522	37c
527.522	529.211	37d
529.211	530.739	37e
530.739	532.943	37f
532.943	533.926	37g
533.926	535.709	38a
535.709	537.078	38b
537.078	538.593	38c
538.593	540.627	38d
540.627	541.268	38e
541.268	542.883	38f
542.883	544.01	38g
