\id REV
\c 20
\level phrase
0.0	4.1	s1
3.982	6.13	1a
6.13	7.2	1b
7.137	10.84	1c
10.643	13.57	1d
13.347	14.51	2a
14.51	14.99	2b
14.99	17.5	2c
17.5	19.85	2d
19.85	20.75	2e
20.75	22.66	2f
22.66	28.15	3a
28.15	30.45	3b
30.211	35.24	3c
35.074	37.27	3d
37.27	39.84	3e
39.714	41.91	3f
41.781	43.61	4a
43.61	49.56	4b
49.312	52.31	4c
52.194	53.47	4d
53.221	57.54	4e
57.445	62.03	4f
61.899	63.16	4g
63.16	67.47	4h
67.224	68.94	4i
68.94	71.78	4j
71.538	75.05	4k
74.856	76.77	4l
76.521	80.41	4m
80.41	84.72	5a
84.47	86.11	5b
86.11	88.96	5c
88.739	92.38	6a
92.38	96.85	6b
96.85	100.53	6c
100.28	101.88	6d
101.88	104.3	6e
104.052	108.45	6f
108.261	111.13	s2
111.13	113.44	7a
113.44	114.72	7b
114.72	115.4	7c
115.4	117.26	7d
117.26	118.87	8a
118.87	122.14	8b
122.14	122.54	8c
122.54	123.01	8d
123.01	125.71	8e
125.473	128.7	8f
128.7	130.75	8g
130.504	133.54	8h
133.378	135.06	9a
135.06	136.63	9b
136.63	138.6	9c
138.6	139.12	9d
138.872	144.06	9e
143.859	144.9	9f
144.9	146.25	9g
146.25	146.84	9h
146.84	148.82	9i
148.82	150.48	10a
150.345	154.21	10b
154.21	156.64	10c
156.64	157.44	10d
157.263	158.39	10e
158.39	161.37	10f
161.37	163.89	s3
163.89	166.82	11a
166.82	168.58	11b
168.433	171.3	11c
171.161	171.7	11d
171.7	172.67	11e
172.476	175.99	12a
175.99	178.31	12b
178.31	180.64	12c
180.64	184.99	12d
184.99	187.87	12e
187.87	189.05	12f
189.05	193.13	12g
193.13	194.37	12h
194.121	196.79	13a
196.79	201.11	13b
201.11	205.09	13c
205.09	213.02	13d
212.851	216.02	13e
216.006	219.97	13f
219.785	220.8	13g
220.551	222.98	14a
222.98	224.07	14b
223.852	229.21	14c
229.026	231.38	15a
231.38	232.88	15b
232.88	235.64	15c
