\id 1TI
\c 5
\level verse
9.099	18.948	1
18.948	26.657	2
26.657	31.765	3
31.765	50.593	4
50.593	61.441	5
61.441	66.205	6
66.205	70.285	7
70.285	81.417	8
81.417	90.283	9
90.283	107.718	10
107.718	121.036	11
121.036	126.673	12
126.673	139.063	13
139.063	149.929	14
149.929	155.228	15
155.228	170.507	16
170.507	181.547	17
181.547	191.136	18
191.136	199.000	19
199.000	206.335	20
206.335	219.364	21
219.364	227.406	22
227.406	234.207	23
234.207	243.961	24
243.961	248.961	25
