\id GEN
\c 17
\level verse
6.659	19.009	1
19.009	27.857	2
27.857	32.894	3
32.894	39.794	4
39.794	50.912	5
50.912	60.319	6
60.319	77.295	7
77.295	90.355	8
90.355	102.115	9
102.115	115.205	10
115.205	123.135	11
123.135	139.324	12
139.324	152.369	13
152.369	165.995	14
165.995	177.997	15
177.997	192.504	16
192.504	206.043	17
206.043	212.684	18
212.684	229.213	19
229.213	248.216	20
248.216	258.210	21
258.210	263.921	22
263.921	278.540	23
278.540	283.469	24
283.469	289.465	25
289.465	294.931	26
294.931	299.931	27
