\id PSA
\c 73
\level verse
8.378	17.398	1
17.398	25.383	2
25.383	33.850	3
33.850	42.667	4
42.667	51.476	5
51.476	58.531	6
58.531	67.250	7
67.250	77.580	8
77.580	87.407	9
87.407	97.350	10
97.350	106.700	11
106.700	115.120	12
115.120	125.811	13
125.811	133.620	14
133.620	141.850	15
141.850	150.442	16
150.442	159.795	17
159.795	171.730	18
171.730	179.770	19
179.770	195.300	20
195.300	202.036	21
202.036	209.422	22
209.422	217.420	23
217.420	225.310	24
225.310	235.760	25
235.760	247.800	26
247.800	259.405	27
259.405	264.405	28
