\id PHP
\c 2
\level verse
8.228	21.028	1
21.028	28.138	2
28.138	37.197	3
37.197	45.758	4
45.758	51.388	5
51.388	59.257	6
59.257	65.836	7
65.836	76.075	8
76.075	85.875	9
85.875	94.535	10
94.535	104.005	11
104.005	123.245	12
123.245	133.107	13
133.107	136.708	14
136.708	149.527	15
149.527	162.370	16
162.370	172.269	17
172.269	179.952	18
179.952	190.510	19
190.510	195.780	20
195.780	201.110	21
201.110	212.465	22
212.465	220.239	23
220.239	224.959	24
224.959	240.275	25
240.275	249.043	26
249.043	262.072	27
262.072	271.973	28
271.973	278.282	29
278.282	283.282	30
