\id HEB
\c 7
\level verse
7.188	16.808	1
16.808	27.745	2
27.745	37.086	3
37.086	45.390	4
45.390	59.104	5
59.104	67.379	6
67.379	72.769	7
72.769	82.168	8
82.168	88.998	9
88.998	97.508	10
97.508	112.448	11
112.448	116.408	12
116.408	124.608	13
124.608	133.048	14
133.048	139.628	15
139.628	147.178	16
147.178	155.918	17
155.918	159.913	18
159.913	169.191	19
169.191	173.983	20
173.983	185.909	21
185.909	190.859	22
190.859	198.426	23
198.426	204.607	24
204.607	216.068	25
216.068	227.908	26
227.908	244.737	27
244.737	249.737	28
