\id REV
\c 2
\level verse
8.019	21.010	1
21.010	37.559	2
37.559	43.371	3
43.371	48.492	4
48.492	62.527	5
62.527	70.815	6
70.815	86.366	7
86.366	96.686	8
96.686	110.351	9
110.351	127.215	10
127.215	139.755	11
139.755	147.132	12
147.132	166.394	13
166.394	182.393	14
182.393	187.193	15
187.193	195.971	16
195.971	214.862	17
214.862	226.235	18
226.235	237.073	19
237.073	256.313	20
256.313	263.240	21
263.240	273.950	22
273.950	287.851	23
287.851	299.674	24
299.674	306.510	25
306.510	317.393	26
317.393	326.147	27
326.147	331.710	28
331.710	336.710	29
