\id ROM
\c 9
\level verse
7.608	15.988	1
15.988	20.388	2
20.388	28.652	3
28.652	40.328	4
40.328	54.375	5
54.375	61.545	6
61.545	71.609	7
71.609	81.102	8
81.102	88.770	9
88.770	95.727	10
95.727	106.176	11
106.176	114.199	12
114.199	119.080	13
119.080	123.630	14
123.630	133.478	15
133.478	139.692	16
139.692	150.102	17
150.102	158.919	18
158.919	166.579	19
166.579	176.093	20
176.093	184.850	21
184.850	196.160	22
196.160	206.420	23
206.420	211.950	24
211.950	223.208	25
223.208	231.812	26
231.812	240.850	27
240.850	246.439	28
246.439	259.259	29
259.259	269.860	30
269.860	276.280	31
276.280	286.611	32
286.611	291.611	33
