\id JOS
\c 22
\level verse
9.249	16.079	1
16.079	29.444	2
29.444	42.433	3
42.433	62.572	4
62.572	84.973	5
84.973	94.632	6
94.632	117.652	7
117.652	143.161	8
143.161	163.131	9
163.131	177.840	10
177.840	190.371	11
190.371	198.349	12
198.349	207.859	13
207.859	221.189	14
221.189	231.663	15
231.663	248.058	16
248.058	263.001	17
263.001	277.008	18
277.008	302.039	19
302.039	319.094	20
319.094	328.054	21
328.054	348.037	22
348.037	364.994	23
364.994	379.584	24
379.584	399.843	25
399.843	409.721	26
409.721	438.540	27
438.540	462.300	28
462.300	485.996	29
485.996	505.183	30
505.183	529.273	31
529.273	545.144	32
545.144	561.764	33
561.764	566.764	34
