\id JOS
\c 9
\level verse
7.609	34.894	1
34.894	41.963	2
41.963	51.022	3
51.022	66.942	4
66.942	79.570	5
79.570	92.933	6
92.933	104.927	7
104.927	113.558	8
113.558	131.548	9
131.548	147.027	10
147.027	166.465	11
166.465	179.387	12
179.387	196.567	13
196.567	205.260	14
205.260	215.458	15
215.458	228.209	16
228.209	240.067	17
240.067	258.706	18
258.706	271.879	19
271.879	285.249	20
285.249	302.669	21
302.669	318.489	22
318.489	329.577	23
329.577	352.277	24
352.277	361.335	25
361.335	369.264	26
369.264	374.264	27
