\id PRO
\c 7
\level verse
9.081	18.649	1
18.649	29.073	2
29.073	36.851	3
36.851	44.529	4
44.529	53.474	5
53.474	59.699	6
59.699	67.917	7
67.917	78.360	8
78.360	84.625	9
84.625	94.364	10
94.364	101.026	11
101.026	109.225	12
109.225	117.178	13
117.178	124.429	14
124.429	132.486	15
132.486	140.203	16
140.203	148.727	17
148.727	156.311	18
156.311	162.631	19
162.631	170.272	20
170.272	178.046	21
178.046	188.288	22
188.288	201.775	23
201.775	208.850	24
208.850	216.254	25
216.254	223.934	26
223.934	228.934	27
