\id JOB
\c 38
\level verse
8.047	16.140	1
16.140	23.642	2
23.642	34.008	3
34.008	42.706	4
42.706	51.985	5
51.985	60.760	6
60.760	71.626	7
71.626	79.854	8
79.854	88.194	9
88.194	97.039	10
97.039	108.074	11
108.074	116.804	12
116.804	125.654	13
125.654	136.152	14
136.152	144.100	15
144.100	154.510	16
154.510	164.399	17
164.399	175.856	18
175.856	182.614	19
182.614	193.906	20
193.906	203.504	21
203.504	212.523	22
212.523	220.863	23
220.863	233.679	24
233.679	243.882	25
243.882	251.133	26
251.133	258.544	27
258.544	265.728	28
265.728	273.911	29
273.911	282.606	30
282.606	295.035	31
295.035	310.880	32
310.880	321.365	33
321.365	331.960	34
331.960	343.649	35
343.649	349.150	36
349.150	359.016	37
359.016	367.018	38
367.018	376.125	39
376.125	385.237	40
385.237	390.237	41
